City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Price,US,2022-04-11 01:20:33,39.5994,-110.8107,47.46,14,0,8.05
293,Junnar,IN,2022-04-11 01:20:33,19.2,73.8833,70.61,70,100,5.61
294,Manokwari,ID,2022-04-11 01:16:15,-0.8667,134.0833,78.82,86,100,15.03
295,Neiafu,TO,2022-04-11 01:15:39,-18.65,-173.9833,86.68,74,20,8.05
296,Gayeri,BF,2022-04-11 01:20:34,12.6497,0.4931,90.84,31,100,12.35
297,Saint-Pierre,RE,2022-04-11 01:20:34,-21.3393,55.4781,72.28,78,20,8.05
298,Kungurtug,RU,2022-04-11 01:20:35,50.5994,97.5228,19.94,67,100,1.83
299,Port Elizabeth,ZA,2022-04-11 01:20:35,-33.918,25.5701,65.1,96,20,10.36
300,Ahipara,NZ,2022-04-11 01:20:36,-35.1667,173.1667,70.56,57,100,10.22
301,Kalat,PK,2022-04-11 01:20:36,29.0225,66.5916,61.07,18,100,3.27
302,Georgiyevka,KZ,2022-04-11 01:20:37,43.0369,74.7114,50.04,93,40,2.24
303,Lukovetskiy,RU,2022-04-11 01:20:38,64.2956,41.9211,30.07,93,79,7.65
304,Nhulunbuy,AU,2022-04-11 01:20:38,-12.2333,136.7667,88.41,70,40,13.8
305,Dikson,RU,2022-04-11 01:20:39,73.5069,80.5464,-6.68,100,99,4.76
306,Mariental,NA,2022-04-11 01:20:39,-24.6333,17.9667,61.09,71,0,12.19
307,Udachnyy,RU,2022-04-11 01:19:32,66.4167,112.4,18.73,93,96,3.87
308,Maceio,BR,2022-04-11 01:20:15,-9.6658,-35.7353,74.64,88,0,4.61
309,Poronaysk,RU,2022-04-11 01:20:40,49.2167,143.1167,31.55,90,100,13.47
310,Sarangani,PH,2022-04-11 01:20:41,5.4033,125.4636,82.27,79,87,20.69
311,Tomino,ES,2022-04-11 01:20:41,41.9877,-8.755,56.34,97,100,6.49
312,Suclayin,PH,2022-04-11 01:20:42,15.7568,121.5503,83.19,69,100,2.82
313,Camargo,MX,2022-04-11 01:20:43,27.6667,-105.1667,79.52,15,100,7.23
314,Erdenet,MN,2022-04-11 01:20:43,49.0333,104.0833,22.62,76,89,3.22
315,Yashan,CN,2022-04-11 01:20:43,22.1975,109.9419,71.69,84,92,2.15
316,Warrington,GB,2022-04-11 01:17:38,53.3925,-2.5802,49.44,63,100,9.22
317,Richards Bay,ZA,2022-04-11 01:20:44,-28.783,32.0377,64.72,97,100,7.96
318,Tagab,AF,2022-04-11 01:20:45,34.855,69.6492,67.59,29,70,3.87
319,Opuwo,NA,2022-04-11 01:20:45,-18.0607,13.84,66.13,43,0,3.11
320,Palmares Do Sul,BR,2022-04-11 01:21:46,-30.2578,-50.5097,71.69,84,100,18.12
321,College,US,2022-04-11 01:18:47,64.8569,-147.8028,27.59,65,75,4.61
322,Mananara,MG,2022-04-11 01:21:46,-16.1667,49.7667,74.93,92,100,7.85
323,Karachi,PK,2022-04-11 01:18:01,24.9056,67.0822,76.82,88,100,6.91
324,Kaniv,UA,2022-04-11 01:21:47,49.7518,31.46,35.11,97,100,18.48
325,Marzuq,YE,2022-04-11 01:21:47,14.4,46.4667,68.76,34,5,5.46
326,Bengkulu,ID,2022-04-11 01:21:48,-3.8004,102.2655,77.68,86,71,3.09
327,Alpena,US,2022-04-11 01:17:43,45.0617,-83.4327,43.05,73,0,9.22
328,Chapayevka,UA,2022-04-11 01:21:49,47.4711,36.3451,51.73,63,78,8.93
329,Vadso,NO,2022-04-11 01:21:49,70.0744,29.7487,32.88,100,100,13.8
330,Beyneu,KZ,2022-04-11 01:21:49,45.3167,55.2,53.02,71,0,3.49
331,Tomatlan,MX,2022-04-11 01:21:50,19.9333,-105.25,81.7,45,0,6.73
332,Awjilah,LY,2022-04-11 01:21:51,29.1081,21.2869,65.46,34,0,17.58
333,Mattru,SL,2022-04-11 01:21:51,7.6244,-11.8332,77.77,91,79,2.08
334,San Policarpo,PH,2022-04-11 01:21:52,12.1791,125.5072,80.74,85,100,9.57
335,Barahona,DO,2022-04-11 01:21:52,18.2085,-71.1008,76.86,82,9,5.68
336,Cherskiy,RU,2022-04-11 01:21:53,68.75,161.3,-5.46,83,100,7.78
337,Heishan,CN,2022-04-11 01:21:54,41.6892,122.1128,59.52,67,100,15.28
338,Batagay-Alyta,RU,2022-04-11 01:21:54,67.8006,130.4114,8.46,60,14,3.56
339,Tromso,NO,2022-04-11 01:21:55,69.6496,18.957,35.62,75,100,10.36
340,Port Hawkesbury,CA,2022-04-11 01:21:56,45.6169,-61.3485,37.9,99,100,8.01
341,Arica,CL,2022-04-11 01:19:35,-18.475,-70.3042,64.63,72,100,4.61
342,Paris,FR,2022-04-11 01:21:56,48.8534,2.3488,45.37,75,0,8.05
343,Lata,PT,2022-04-11 01:21:57,40.1629,-8.3327,52.97,84,93,6.62
344,Jacareacanga,BR,2022-04-11 01:21:57,-6.2222,-57.7528,74.41,98,100,2.26
345,Lagos,NG,2022-04-11 01:21:58,6.5833,3.75,80.92,88,99,5.3
346,Baruun-Urt,MN,2022-04-11 01:21:59,46.6806,113.2792,33.53,47,100,18.45
347,Ponta Do Sol,PT,2022-04-11 01:21:59,32.6667,-17.1,62.71,76,22,15.99
348,Wattegama,LK,2022-04-11 01:22:00,6.7989,81.4808,74.86,92,85,1.48
349,Burgos,ES,2022-04-11 01:22:00,42.3394,-3.7079,55.81,71,0,21.85
350,Tabou,CI,2022-04-11 01:22:01,4.423,-7.3528,80.11,87,100,5.86
351,Saint George,US,2022-04-11 01:22:02,37.1041,-113.5841,69.64,8,0,5.75
352,Uyutne,UA,2022-04-11 01:22:02,45.1994,33.3014,50.23,92,100,7.52
353,Itoman,JP,2022-04-11 01:22:03,26.1247,127.6694,77.02,88,75,13.8
354,Podyuga,RU,2022-04-11 01:22:04,61.095,40.8647,32.05,93,100,6.13
355,Yueyang,CN,2022-04-11 01:21:16,29.3333,113.0919,78.6,49,0,12.55
356,Lorengau,PG,2022-04-11 01:22:04,-2.0226,147.2712,85.06,73,35,10.51
357,Prince Rupert,CA,2022-04-11 01:21:23,54.3161,-130.3201,46.49,61,0,11.5
358,Soe,ID,2022-04-11 01:22:05,-9.8607,124.284,76.89,54,14,2.57
359,Minab,IR,2022-04-11 01:22:05,27.1467,57.0801,77.32,47,0,3.44
360,Saint-Paul,RE,2022-04-11 01:22:06,-21.0096,55.2707,77.09,80,18,3.56
361,Dawson Creek,CA,2022-04-11 01:22:07,55.7666,-120.2362,37.04,30,0,13.8
362,Semporna,MY,2022-04-11 01:22:07,4.4818,118.6112,82.92,72,100,1.21
363,Port Macquarie,AU,2022-04-11 01:23:08,-31.4333,152.9167,79.9,63,0,3.8
364,Kagadi,UG,2022-04-11 01:23:08,0.9606,30.7967,63.86,97,100,2.86
365,Chuy,UY,2022-04-11 01:23:09,-33.6971,-53.4616,68.58,88,100,11.74
366,Ayagoz,KZ,2022-04-11 01:23:09,47.9714,80.4392,32.45,67,100,15.08
367,Sorong,ID,2022-04-11 01:23:09,-0.8833,131.25,78.58,88,100,12.1
368,Balabac,PH,2022-04-11 01:23:10,7.9868,117.0645,80.91,80,98,10.63
369,Vagur,FO,2022-04-11 01:23:10,61.4732,-6.8119,36.61,66,100,15.39
370,San Jose,US,2022-04-11 01:23:11,37.3394,-121.895,65.52,43,75,20.71
371,Borogontsy,RU,2022-04-11 01:23:11,62.6683,131.1683,19.31,71,8,4.99
372,Husavik,IS,2022-04-11 01:23:12,66.0449,-17.3389,30.72,84,100,0.85
373,Kambove,CD,2022-04-11 01:23:12,-10.8764,26.5969,58.68,99,99,3.49
374,Sergeyevka,KZ,2022-04-11 01:23:13,53.88,67.4158,39.29,60,100,13.4
375,Tapes,BR,2022-04-11 01:21:18,-30.6733,-51.3958,71.42,88,100,14.79
376,Arkhangelsk,RU,2022-04-11 01:23:14,64.5401,40.5433,32.11,92,0,11.18
377,Panalingaan,PH,2022-04-11 01:23:15,8.7842,117.4231,79.25,79,98,3.33
378,Benguela,AO,2022-04-11 01:23:15,-12.5763,13.4055,75.22,90,85,3.24
379,Suez,EG,2022-04-11 01:23:16,29.9737,32.5263,62.98,66,0,13.85
380,Salalah,OM,2022-04-11 01:23:16,17.0151,54.0924,77.09,88,0,4.61
381,Aljezur,PT,2022-04-11 01:23:17,37.3191,-8.8033,55.81,96,34,7.63
382,Muzhi,RU,2022-04-11 01:23:18,65.3667,64.6667,34.25,100,100,10.13
383,Yulara,AU,2022-04-11 01:23:18,-25.2406,130.9889,87.64,14,1,12.66
384,Camacari,BR,2022-04-11 01:23:19,-12.6975,-38.3242,82.17,85,0,6.02
385,Plettenberg Bay,ZA,2022-04-11 01:23:19,-34.0527,23.3716,63.9,75,4,4.12
386,Beringovskiy,RU,2022-04-11 01:23:20,63.05,179.3167,31.23,85,100,9.73
387,Santa Cruz,BO,2022-04-11 01:23:21,-17.8,-63.1667,78.26,83,11,13.8
388,Pemangkat,ID,2022-04-11 01:23:21,1.1667,108.9667,80.92,75,45,4.21
389,Digras,IN,2022-04-11 01:23:22,20.1167,77.7167,87.93,27,100,4.81
390,Santa Fe,AR,2022-04-11 01:23:22,-31.6333,-60.7,72.01,93,80,3.0
391,Mindelo,CV,2022-04-11 01:23:22,16.8901,-24.9804,69.35,60,40,23.02
392,Mbanza-Ngungu,CD,2022-04-11 01:23:23,-5.25,14.8667,68.97,94,100,1.25
393,Talara,PE,2022-04-11 01:23:23,-4.5772,-81.2719,69.67,87,100,12.57
394,Valleyview,CA,2022-04-11 01:23:23,55.0667,-117.2859,33.84,44,50,17.27
395,Nusaybin,TR,2022-04-11 01:23:24,37.0778,41.2178,57.81,50,50,7.36
396,Ambulu,ID,2022-04-11 01:23:24,-8.345,113.6058,79.84,79,7,2.06
397,San Andres,CO,2022-04-11 01:23:25,12.5847,-81.7006,80.62,78,40,11.5
398,Isparta,TR,2022-04-11 01:23:26,38.0,31.0,43.0,72,0,13.8
399,Panyutyne,UA,2022-04-11 01:23:26,48.9333,36.2833,51.75,69,100,9.06
400,Djambala,CG,2022-04-11 01:23:26,-2.5447,14.7533,70.23,88,100,1.12
401,Korsakovo,RU,2022-04-11 01:23:27,53.2677,37.3569,39.31,98,100,10.74
402,Candolim,IN,2022-04-11 01:23:27,15.5181,73.7626,78.8,83,40,4.61
403,Pangai,TO,2022-04-11 01:23:28,-19.8,-174.35,86.11,66,20,6.91
404,Mayo,US,2022-04-11 01:23:29,38.8876,-76.5119,49.08,60,0,3.44
405,Kampot,KH,2022-04-11 01:23:30,10.6167,104.1833,78.85,76,60,3.15
406,Rafsanjan,IR,2022-04-11 01:23:30,30.4067,55.9939,61.03,23,0,5.1
407,Sovetskiy,RU,2022-04-11 01:23:31,61.3614,63.5842,32.2,97,60,7.63
408,Colares,PT,2022-04-11 01:24:31,38.7992,-9.4469,58.33,80,98,15.99
409,Chester,US,2022-04-11 01:20:59,40.1254,-75.8749,44.08,61,40,9.22
410,Abapo,BO,2022-04-11 01:24:32,-18.8333,-63.4667,69.69,74,98,2.42
411,Isangel,VU,2022-04-11 01:22:39,-19.55,169.2667,84.58,67,7,10.29
412,Kushikino,JP,2022-04-11 01:24:33,31.7167,130.2667,62.08,94,100,7.63
413,Russell,US,2022-04-11 01:19:38,32.3502,-85.1999,67.6,65,0,0.0
414,Saint-Denis,FR,2022-04-11 01:24:33,48.9167,2.3333,45.37,70,0,11.5
415,Mugur-Aksy,RU,2022-04-11 01:24:34,50.35,90.5,19.98,74,100,7.76
416,Novoagansk,RU,2022-04-11 01:24:34,61.9449,76.6625,25.81,93,100,8.93
417,Namatanai,PG,2022-04-11 01:23:12,-3.6667,152.4333,85.28,64,95,5.55
418,San Ignacio,BZ,2022-04-11 01:24:35,17.1561,-89.0714,80.74,74,75,0.0
419,Ambilobe,MG,2022-04-11 01:24:35,-13.2,49.05,72.0,94,4,2.93
420,Rincon,US,2022-04-11 01:22:43,32.296,-81.2354,64.85,55,0,10.36
421,Bhawanipatna,IN,2022-04-11 01:24:36,19.9,83.1667,81.43,51,9,4.61
422,Jawhar,SO,2022-04-11 01:24:37,2.7809,45.5005,77.86,78,7,5.32
423,Galle,LK,2022-04-11 01:24:37,6.0367,80.217,80.87,81,100,8.57
424,Port Moresby,PG,2022-04-11 01:24:37,-9.4431,147.1797,89.02,70,40,11.5
425,Tucupita,VE,2022-04-11 01:24:38,9.0622,-62.051,76.96,77,76,6.49
426,Penzance,GB,2022-04-11 01:24:39,50.1186,-5.5371,50.68,79,100,29.44
427,Marystown,CA,2022-04-11 01:24:39,47.1666,-55.1483,39.85,100,100,7.0
428,Venice,US,2022-04-11 01:24:40,27.0998,-82.4543,69.82,58,0,0.0
429,Yarmouth,US,2022-04-11 01:24:41,41.7057,-70.2286,48.34,69,100,20.0
430,Waddan,LY,2022-04-11 01:24:41,29.1614,16.139,59.34,34,0,6.85
431,Sinnamary,GF,2022-04-11 01:22:44,5.3833,-52.95,77.76,88,100,11.21
432,Ostrovnoy,RU,2022-04-11 01:24:42,68.0531,39.5131,34.43,77,81,22.66
433,Kirkwall,GB,2022-04-11 01:24:42,58.9848,-2.9587,39.96,87,75,5.75
434,Yenagoa,NG,2022-04-11 01:24:43,4.9247,6.2642,77.97,89,85,3.6
435,Sao Simao,BR,2022-04-11 01:24:44,-21.4792,-47.5508,73.85,90,95,2.71
436,Belmonte,BR,2022-04-11 01:24:44,-15.8631,-38.8828,77.5,79,39,7.4
437,Naples,IT,2022-04-11 01:20:35,40.8333,14.25,53.74,43,0,1.99
438,Nanchang,CN,2022-04-11 01:24:45,28.6833,115.8833,78.3,49,29,4.47
439,Pontiac,US,2022-04-11 01:24:45,42.6389,-83.2911,48.34,59,75,8.05
440,Fez,MA,2022-04-11 01:24:46,34.0372,-4.9998,61.05,63,0,6.91
441,Hirara,JP,2022-04-11 01:24:46,24.8,125.2833,78.66,88,75,16.11
442,Talnakh,RU,2022-04-11 01:24:47,69.4865,88.3972,-0.04,96,96,6.78
443,Sivas,TR,2022-04-11 01:24:48,39.7916,37.0019,43.43,81,0,13.8
444,Padang,ID,2022-04-11 01:20:07,-0.9492,100.3543,82.45,78,32,1.63
445,Sao Filipe,CV,2022-04-11 01:24:48,14.8961,-24.4956,71.89,75,79,7.47
446,Shadegan,IR,2022-04-11 01:24:49,30.6497,48.6647,64.35,20,70,8.75
447,Byron Bay,AU,2022-04-11 01:24:49,-28.65,153.6167,78.69,67,16,8.84
448,Thomasville,US,2022-04-11 01:24:50,35.8826,-80.082,55.49,57,4,5.48
449,Vilhena,BR,2022-04-11 01:24:51,-12.7406,-60.1458,70.05,95,100,1.92
450,Rio Gallegos,AR,2022-04-11 01:22:39,-51.6226,-69.2181,46.45,76,75,12.66
451,Bangkok,TH,2022-04-11 01:20:46,13.75,100.5167,91.9,61,63,7.65
452,Leningradskiy,RU,2022-04-11 01:24:51,69.3833,178.4167,1.42,89,95,5.3
453,Labuan,MY,2022-04-11 01:24:52,5.2767,115.2417,79.16,94,20,0.0
454,Grindavik,IS,2022-04-11 01:24:53,63.8424,-22.4338,37.35,75,100,13.8
455,Cidreira,BR,2022-04-11 01:24:53,-30.1811,-50.2056,72.03,87,100,20.02
456,Petropavlovsk-Kamchatskiy,RU,2022-04-11 01:25:54,53.0452,158.6483,36.19,44,75,17.9
457,Vila Velha,BR,2022-04-11 01:23:57,-20.3297,-40.2925,78.75,82,40,9.22
458,Rio Claro,BR,2022-04-11 01:24:47,-22.4114,-47.5614,68.05,79,100,4.81
459,Pochutla,MX,2022-04-11 01:25:54,15.7432,-96.4661,80.82,63,0,5.88
460,Panguipulli,CL,2022-04-11 01:25:55,-39.6333,-72.3333,44.04,98,96,0.11
461,Caldwell,US,2022-04-11 01:25:55,43.6629,-116.6874,43.16,68,100,0.0
462,Miranda,CO,2022-04-11 01:22:31,3.2499,-76.2281,73.53,95,100,3.04
463,Sinop,TR,2022-04-11 01:25:56,41.7711,34.8709,55.81,64,0,10.22
464,Hailar,CN,2022-04-11 01:25:57,49.2,119.7,33.64,49,100,8.41
465,Praxedis Guerrero,MX,2022-04-11 01:25:57,31.3667,-106.0167,80.06,14,6,24.94
466,Matara,LK,2022-04-11 01:25:58,5.9485,80.5353,78.89,86,100,7.56
467,Koping,SE,2022-04-11 01:25:59,59.514,15.9926,36.9,85,57,3.76
468,Usinsk,RU,2022-04-11 01:25:59,65.9939,57.5281,36.16,100,100,17.2
469,Coro,VE,2022-04-11 01:26:00,11.4045,-69.6734,78.08,80,90,16.87
470,Ahuimanu,US,2022-04-11 01:26:00,21.4447,-157.8378,83.91,69,75,19.57
471,Bolshaya Sosnova,RU,2022-04-11 01:26:01,57.6713,54.6029,37.47,90,100,5.86
472,Kahului,US,2022-04-11 01:26:02,20.8947,-156.47,84.22,62,40,20.71
473,Kuandian,CN,2022-04-11 01:26:02,40.7286,124.7847,59.36,67,99,9.22
474,Newport,GB,2022-04-11 01:22:43,51.5877,-2.9984,46.63,70,100,9.44
475,Macusani,PE,2022-04-11 01:26:03,-14.0833,-70.4333,37.96,91,82,1.48
476,Rundu,NA,2022-04-11 01:26:03,-17.9333,19.7667,64.02,93,49,5.64
477,Broken Hill,AU,2022-04-11 01:26:04,-31.95,141.4333,76.71,38,0,10.36
478,Northam,GB,2022-04-11 01:26:04,51.0333,-4.2167,49.24,69,100,20.56
479,Corsicana,US,2022-04-11 01:26:05,32.0954,-96.4689,73.45,70,20,20.71
480,Red Bluff,US,2022-04-11 01:25:33,40.1785,-122.2358,70.86,19,0,17.27
481,Vila,PT,2022-04-11 01:26:06,42.0304,-8.1588,46.71,79,78,5.88
482,Bandrele,YT,2022-04-11 01:26:06,-12.9067,45.1914,82.15,83,75,13.8
483,Texarkana,US,2022-04-11 01:25:45,33.4251,-94.0477,79.02,44,75,14.97
484,Altay,CN,2022-04-11 01:26:07,47.8667,88.1167,34.02,45,0,4.38
485,Nishihara,JP,2022-04-11 01:26:07,26.1842,127.7558,76.28,92,100,13.8
486,La Tuque,CA,2022-04-11 01:26:08,47.4334,-72.7824,37.65,60,82,9.22
487,Humaita,BR,2022-04-11 01:26:09,-7.5061,-63.0208,74.41,98,99,2.06
488,Dicabisagan,PH,2022-04-11 01:26:09,17.0818,122.4157,82.47,74,72,4.94
489,Alice Springs,AU,2022-04-11 01:25:19,-23.7,133.8833,85.55,25,100,14.97
490,Taiobeiras,BR,2022-04-11 01:26:10,-15.8078,-42.2331,71.46,65,43,1.74
491,Micheweni,TZ,2022-04-11 01:26:11,-4.9667,39.8333,81.34,76,100,10.76
492,Ayan,RU,2022-04-11 01:26:11,56.45,138.1667,25.3,82,100,8.63
493,Baghmara,IN,2022-04-11 01:26:12,23.795,86.2085,79.93,55,0,3.06
494,Berdigestyakh,RU,2022-04-11 01:26:12,62.0989,126.6992,19.45,73,0,3.98
495,Santa Marta,CO,2022-04-11 01:24:16,11.2408,-74.199,84.25,66,20,21.99
496,Viedma,AR,2022-04-11 01:26:13,-40.8135,-62.9967,56.39,51,10,5.64
497,Iberia,US,2022-04-11 01:21:50,29.9502,-91.7507,69.87,68,0,13.8
498,College Place,US,2022-04-11 01:26:14,46.0493,-118.3883,46.87,61,75,7.0
499,Chumikan,RU,2022-04-11 01:26:14,54.7183,135.315,23.47,85,100,19.84
500,Ucluelet,CA,2022-04-11 01:26:15,48.9329,-125.5528,46.09,70,48,1.01
501,Cienaga De Oro,CO,2022-04-11 01:26:15,8.8744,-75.6203,78.55,86,100,9.26
502,Havoysund,NO,2022-04-11 01:27:16,70.9963,24.6622,37.63,82,100,23.96
503,Tanout,NE,2022-04-11 01:27:16,14.9709,8.8879,81.18,7,6,3.09
504,Tawang,IN,2022-04-11 01:27:17,27.5833,91.8667,47.68,75,100,1.16
505,Portland,US,2022-04-11 01:25:31,45.5234,-122.6762,44.2,89,100,5.75
506,Ust-Kuyga,RU,2022-04-11 01:27:18,70.0167,135.6,4.78,86,100,7.83
507,Wuwei,CN,2022-04-11 01:27:18,37.9281,102.6414,46.71,25,100,5.37
508,Mecca,SA,2022-04-11 01:27:19,21.4267,39.8261,79.7,29,0,2.84
509,Ayr,GB,2022-04-11 01:27:20,55.4627,-4.6339,44.58,61,0,8.05
510,Nyurba,RU,2022-04-11 01:27:20,63.2842,118.3319,19.76,93,100,4.27
511,Hovd,MN,2022-04-11 01:27:21,48.0056,91.6419,29.05,32,100,1.01
512,Edd,ER,2022-04-11 01:27:21,13.9297,41.6925,87.89,34,0,20.67
513,Bubanza,BI,2022-04-11 01:27:22,-3.1167,29.4,67.55,85,100,3.0
514,Pueblo Nuevo,MX,2022-04-11 01:27:22,23.3833,-105.3833,59.95,51,0,5.48
515,Bentiu,SS,2022-04-11 01:27:22,9.2333,29.8333,83.19,47,99,5.59
516,Bukama,CD,2022-04-11 01:27:23,-9.2,25.85,66.54,96,100,3.4
517,Asau,RO,2022-04-11 01:27:23,46.4333,26.4,40.28,85,100,6.98
518,Honningsvag,NO,2022-04-11 01:27:24,70.9821,25.9704,37.15,81,75,25.32
519,Shaowu,CN,2022-04-11 01:27:24,27.3409,117.4831,74.32,60,66,2.39
520,Sorland,NO,2022-04-11 01:27:25,67.667,12.6934,39.15,62,10,14.27
521,Trenggalek,ID,2022-04-11 01:27:25,-8.05,111.7167,80.06,83,23,2.89
522,Severnoye,RU,2022-04-11 01:27:26,56.3491,78.3619,21.58,92,25,3.6
523,Hvolsvollur,IS,2022-04-11 01:27:26,63.7533,-20.2243,36.86,66,100,8.59
524,Oblivskaya,RU,2022-04-11 01:27:26,48.5362,42.5014,52.7,67,100,8.81
525,Kenitra,MA,2022-04-11 01:26:29,34.261,-6.5802,59.76,84,0,7.74
526,Talaya,RU,2022-04-11 01:27:27,61.3833,152.75,-3.32,86,94,4.16
527,Kieta,PG,2022-04-11 01:27:27,-6.2167,155.6333,85.12,67,100,3.67
528,Kalemie,CD,2022-04-11 01:27:28,-5.9475,29.1947,70.3,84,100,2.46
529,Naliya,IN,2022-04-11 01:27:29,23.2667,68.8333,77.09,82,39,10.38
530,Jonesboro,US,2022-04-11 01:22:37,35.8423,-90.7043,74.97,38,0,14.97
531,Dunhua,CN,2022-04-11 01:27:29,43.3725,128.2425,62.04,32,100,9.91
532,Bacungan,PH,2022-04-11 01:27:30,9.9106,118.7022,79.9,84,100,5.39
533,Shache,CN,2022-04-11 01:27:31,38.4167,77.2406,62.92,23,8,8.9
534,Sunrise Manor,US,2022-04-11 01:27:05,36.2111,-115.0731,75.29,7,0,3.44
535,Sioux Lookout,CA,2022-04-11 01:26:33,50.1001,-91.917,39.27,70,100,6.91
536,Kupang,ID,2022-04-11 01:27:31,-10.1667,123.5833,82.8,70,35,6.2
537,Finnsnes,NO,2022-04-11 01:27:32,69.2296,17.9811,25.41,82,95,3.96
538,Kalashnikovo,RU,2022-04-11 01:27:33,57.2824,35.2262,31.64,92,100,2.42
539,Timra,SE,2022-04-11 01:27:33,62.487,17.3257,38.88,60,100,13.8
540,Abu Samrah,SY,2022-04-11 01:27:33,35.3029,37.1841,58.69,59,99,1.57
541,Barroquinha,BR,2022-04-11 01:27:34,-3.0189,-41.1361,73.45,96,100,2.66
542,Beloha,MG,2022-04-11 01:27:34,-25.1667,45.05,72.25,84,65,17.43
543,Pala,TD,2022-04-11 01:27:35,9.3642,14.9046,85.71,37,100,4.03
544,Luba,GQ,2022-04-11 01:27:35,3.4568,8.5547,81.12,80,67,5.57
545,Antsohihy,MG,2022-04-11 01:27:36,-14.8796,47.9875,76.68,76,6,9.28
546,Whitehorse,CA,2022-04-11 01:25:47,60.7161,-135.0538,28.02,40,75,9.22
547,Lakes Entrance,AU,2022-04-11 01:28:37,-37.8811,147.981,59.32,86,100,14.12
548,Ust-Nera,RU,2022-04-11 01:28:37,64.5667,143.2,3.11,85,14,5.61
549,Guaxupe,BR,2022-04-11 01:28:38,-21.3053,-46.7128,65.93,90,27,2.77
550,Taksimo,RU,2022-04-11 01:25:03,56.3444,114.8794,25.16,76,90,1.5
551,Castro,BR,2022-04-11 01:28:39,-24.7911,-50.0119,60.53,87,100,5.23
552,Urucui,BR,2022-04-11 01:28:39,-7.2294,-44.5561,75.65,90,95,3.29
553,Goundam,ML,2022-04-11 01:28:40,16.4145,-3.6708,83.5,8,0,10.29
